id,question,answer,category,select1,select2,select3,select4
75467d100e004d21b02c657a5c6d8123,"'깨나'이 바른 말이면 1, '꽤나'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,걔 심술깨나 부리겠더라.,,,
dee4c13a3e0a4176b9f36f334c10b048,"'폭설이 마을을 덮였다'이 바른 말이면 1, '폭설이 마을을 덮쳤다'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,폭설이 마을을 덮쳤다. ,폭설이 마을을 덮였다. ,,
8dc2546fcf6846a09abbcf3d2c48b4ee,"'첫새벽'이 바른 말이면 1, '신새벽'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,첫새벽부터 어디 가니?,,,
3b32cd26541848b6957917fdb8aa2652,"'예삿일'이 바른 말이면 1, '예사일'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,사회에서 그 정도는 예삿일이다.,,,
ad0262ac6977464eb1937c5743bd7eec,"'바통터치'이 바른 말이면 1, '배턴터치'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,이어달리기를 할 때는 배턴터치가 중요하다.,,,
254dfca8e46a4ba89bba606afdd41ba1,"'허구한'이 바른 말이면 1, '허구헌'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,너는 허구한 날 술타령이냐! ,너는 허구헌 날 술타령이냐! ,,
0dd92f615bf7460982d32b3448aec765,"'스멀스멀'이 바른 말이면 1, '스물스물'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,벌레가 스멀스멀 기어가는 것 같아. ,벌레가 스물스물 기어가는 것 같아. ,,
cc67081e690448baa20b6f97b2b20ddb,"'괜시리'이 바른 말이면 1, '괜스레'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,괜스레 마음에 걸리다.,,,
53da2397827141ebacba73ec44be0cce,"'제질'이 바른 말이면 1, '재질'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,그 재질은 유독 부드러워 잊혀지지 않는다.,,,
b37a9011b730421fa69726b5af027783,"'펀뜻'이 바른 말이면 1, '언뜻'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,지나가다가 언뜻 본 기억이 있다. ,지나가다가 펀뜻 본 기억이 있다. ,,
715f0f07873e41f68659ec4cc9b158a3,"'기저귀'이 바른 말이면 1, '귀저기'이 바른 말이면 2, '기저기'이 바른 말이면 3라고 대답해.",1,알쏭달쏭 우리말,기저귀 ,귀저기 ,기저기 ,
5d726d6d35d142419e3d5f96546c09e4,"'꼬라비'이 바른 말이면 1, '꼴찌'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,일등도 꼴찌도 없는 경기. ,일등도 꼬라비도 없는 경기. ,,
f4f0f27541c7440a8aec7f3754e967ed,"'꽂다'이 바른 말이면 1, '꼿다'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,머리에 비녀를 꽂다.,,,
db6b05591f3e410fbdf4b89278ae9b14,"'수염소'이 바른 말이면 1, '숫염소'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,숫염소들이 농장에 있다. ,수염소들이 농장에 있다. ,,
c5ca3ac5380a4f0e81a4c1d3af05cd46,"'켕기다'이 바른 말이면 1, '캥기다'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,속으로는 켕기는 것이 있는 모양이군. ,속으로는 캥기는 것이 있는 모양이군. ,,
796d37a2140241cc94057d92a4317671,"'담가'이 바른 말이면 1, '담궈'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,겨울마다 김장 김치를 담가 먹었지. ,겨울마다 김장 김치를 담궈 먹었지. ,겨울마다 김장 김치를 담아 먹었지. ,
aea3acd828c546bfb839989bc0e1597b,"'우레'이 바른 말이면 1, '우뢰'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,우레와 같은 함성이 터져 나왔다.,,,
b899d38a0d2e4cc6b039d53c3930e9ec,"'띠며'이 바른 말이면 1, '띄며'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,미소를 띠며 말하였다.,,,
cc2da902907b493e91f27fcbf1a1505f,"'으레'이 바른 말이면 1, '의레'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,우리는 으레 물팔매로 시간을 보내곤 했다.,,,
208ecc89ef534fa793be69d6386787ff,"'화병'이 바른 말이면 1, '홧병'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,그는 화병으로 몸져누웠다.,,,
9f3ef887684f47d18db690e86c40bec0,"'사단'이 바른 말이면 1, '사달'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,연거푸 실수하더니 결국 이 사달이 나고 말았다. ,연거푸 실수하더니 결국 이 사단이 나고 말았다. ,,
ecf52241f4a042dea7837e2f49c4f764,"'얹혀사는'이 바른 말이면 1, '얹쳐사는'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,부모님 댁에 얹혀사는 처지였다.,,,
7b9d2035b0884a46b41c30523e0f39d8,"'이르다'이 바른 말이면 1, '일르다'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,포기하기엔 아직 이르다.,,,
f49a7582fc2740d2b429ddfbdf458cf2,"'항간'이 바른 말이면 1, '행간'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,행간의 의미를 읽을 수 있다. ,항간의 의미를 읽을 수 있다. ,,
c7f44bae31cb470297890cb5cef45e5a,"'뵈다'이 바른 말이면 1, '봬다'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,오후에 선생님 뵈러 간다.,,,
ed295f3b59ab467196279d404bcedb9b,"'뒤태'이 바른 말이면 1, '뒷태'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,뒤태가 아름다웠던 그 사람이 생각난다. ,뒷태가 아름다웠던 그 사람이 생각난다. ,,
7cfce838bb1245eeb28feda1e341be66,"'제재'이 바른 말이면 1, '재제'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,법적인 제재를 가했다.,,,
bf47aa20d28c4e808ae069661073a047,"'지지률'이 바른 말이면 1, '지지율'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,지지율이 급속히 올라갔다. ,지지률이 급속히 올라갔다. ,,
c93ffc20a18345fbb07d0079303905fb,"'젖니'이 바른 말이면 1, '젖이'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,아이의 젖니가 하나둘 빠졌다. ,아이의 젖이가 하나둘 빠졌다. ,,
315f06c447e74b60ba184ff5fcdc3115,"'졸리다'이 바른 말이면 1, '졸립다'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,어제 늦게 자서 지금 너무 졸리다. ,어제 늦게 자서 지금 너무 졸립다. ,,
18a8034e7df147af9ea8c7ec38dbc286,"'붇지'이 바른 말이면 1, '불지'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,우동이 하나도 붇지 않았어.,,,
c8f1654dcbfd40ada9301c2ff80c7606,"'헛되이'이 바른 말이면 1, '헛되히'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,그의 희생을 헛되이 하지 않도록 열심히 살겠습니다.,,,
6cec1d6a296c43f9854f45963a19ed6c,"'잠가라'이 바른 말이면 1, '잠궈라'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,창고문은 꼭 잠가라.,,,
19d8bc9929324b7ab71969f4fc778f58,"'엘 듯'이 바른 말이면 1, '에일 듯'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,살이 에일 듯한 바람이다. ,살이 엘 듯한 바람이다. ,,
471442128c874f788fa4253a0c26cdc2,"'꿈을 '이 바른 말이면 1, '과 '이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,꿈을 좇는 사람이 있다. ,꿈을 쫓는 사람이 있다. ,,
b3912b639e7a4a578bb9f9bab0d15bf2,"'설레다'이 바른 말이면 1, '설래다'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,벌써부터 마음이 설렌다. ,벌써부터 마음이 설랜다. ,,
16615fd9df5643ef85848afdfd813b3b,"'흉측하다'이 바른 말이면 1, '흉칙하다'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,흉측한 꿈을 꾸었어. ,흉칙한 꿈을 꾸었어. ,,
67a32aabd6d345898046ebe589ce29cd,"'느긋이'이 바른 말이면 1, '느긋히'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,마음을 느긋이 가져라,,,
f2dbc3e5f1ec49fdbcd9436e27687449,"'안절부절하다'가 바른 말이면 1 '안절부절못하다'가 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,왜 이렇게 안절부절못하니? ,왜 이렇게 안절부절하니? ,,
16cab7ddff98436cb35b66f14be8b467,"'놓여진'이 바른 말이면 1, '놓인'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,책상 위에 놓인 장미 한 송이 ,책상 위에 놓여진 장미 한 송이 ,,
0acf868e9c4a451d9fbb64b675c19d0a,"'새우젓'이 바른 말이면 1, '새우젖'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,새우젓,,,
907f8408377c4928b5d356deed64b420,"'사뭇'이 바른 말이면 1, '사못'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,그의 태도가 사뭇 달라보였다. ,그의 태도가 사못 달라보였다. ,,
0b5889132c424f5b8bc84bb04b88894c,"'심여'이 바른 말이면 1, '심열'이 바른 말이면 2, '심혈'이 바른 말이면 3라고 대답해.",3,알쏭달쏭 우리말,심혈을 기울여 만든 작품 ,심여를 기울여 만든 작품 ,심열을 기울여 만든 작품 ,
04841f038fdc4a6b848f99abd94973eb,"'스포츠란'이 바른 말이면 1, '스포츠난'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,그의 소식이 스포츠난에 실렸다.,,,
22209f0f356b4547a252572460d8814b,"'아둥바둥'이 바른 말이면 1, '아등바등'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,아등바등 살고 있다. ,아둥바둥 살고 있다. ,,
c7fb94ff1c7e4c72812585f2786a9701,"'거친'이 바른 말이면 1, '거칠은'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,거친 벌판으로 달려가자. ,거칠은 벌판으로 달려가자. ,,
81566a2334ce4316b2179ae6326dd009,"'곤욕'이 바른 말이면 1, '곤혹'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,그 질문에 곤혹을 느꼈다. ,그 질문에 곤욕을 느꼈다. ,,
43517893a11542c6ac3f287c93188f78,"'턱받기'이 바른 말이면 1, '턱받이'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,침을 흘리는 아기에게 턱받이를 해 주었다.,,,
eb7c3e5164f248928e1bd262986cb6d3,"'오지랍'이 바른 말이면 1, '오지랖'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,오지랖이 넓은 사람 ,오지랍이 넓은 사람 ,,
3ef907e48c3d48d79c119654581e55b5,"'배곱'이 바른 말이면 1, '배꼽'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,오랜만에 배꼽 빠지게 웃었다.,,,
23a02e0b3abc4daa8a6f3512a340ef7b,"'겨례'이 바른 말이면 1, '겨레'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,온 겨레가 맞서 싸우다. ,온 겨례가 맞서 싸우다. ,,
0d8f3433a2c4417883014ffe2d366e4d,"'어의없어서'이 바른 말이면 1, '어이없어서'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,어이없어서 헛웃음이 난다. ,어의없어서 헛웃음이 난다. ,,
ff15114deda24ee489e1fec21a8c92b6,"'간지르다'이 바른 말이면 1, '간질이다'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,동생 옆구리를 간질이다. ,동생 옆구리를 간지르다. ,,
12e66f0c31c64f6784a375b38a66649f,"'허리춤'이 바른 말이면 1, '허릿춤'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,허리춤에 손을 올리고 춤을 췄다.,,,
6a197823ba16402bb69e7e84d488d7c4,"'도떼기시장'이 바른 말이면 1, '돗데기시장'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,교실이 도떼기시장처럼 시끄럽다. ,교실이 돗데기시장처럼 시끄럽다. ,,
d7cc6a6759b44874b173c67e6e8d6fd8,"'골았다'이 바른 말이면 1, '곯았다'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,수박 속이 곯았다. ,수박 속이 골았다. ,,
81c5e0e4b95e48c6a0dc5c4aa76d3c8b,"'양치물'이 바른 말이면 1, '양칫물'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,양칫물은 양치 컵에 받아서 사용하세요. ,양치물은 양치 컵에 받아서 사용하세요. ,,
dbf70ab64f6e4bd6b6a2f5fdfb68f225,"'눈곱'이 바른 말이면 1, '눈꼽'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,눈곱이 너무 많이 생긴다.,,,
27e9d4cad00945a983d3d2e390dffbfa,"'시뿌예지다'이 바른 말이면 1, '시뿌얘지다'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,안개 때문에 도시가 시뿌예졌다.,,,
94dc014b5243446a9ec48200b15917d0,"'있다가'이 바른 말이면 1, '이따가'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,지금 바쁘니까 이따가 전화할게. ,지금 바쁘니까 있다가 전화할게. ,,
2c16751b46db4fbbb99be097df7caec6,"'시답잖은'이 바른 말이면 1, '시덥잖은'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,시답잖은 말은 하지 마세요.,,,
9ac092c217404c4fa7ad63d73f734914,"'비로서'이 바른 말이면 1, '비로소'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,비로소 네가 진실을 말하는구나.,,,
9e695cdc037d4f488a107e3237f488cc,"'방증'이 바른 말이면 1, '반증'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,사실을 뒤집을 만한 핵심 반증이다. ,사실을 뒤집을 만한 핵심 방증이다. ,,
c5c56c89bcda4718aa1323f5de9b765b,"'건내주다'이 바른 말이면 1, '건네주다'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,그에게 서류를 건네주다.,,,
55de7a4352f84f34a8c40e5da2913ab8,"'지그시'이 바른 말이면 1, '지긋이'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,나이가 지긋이 들어 보인다. ,나이가 지그시 들어 보인다. ,,
24242259cce64f17a3442218e8767f09,"'매치기'이 바른 말이면 1, '메치기'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,금빛 메치기에 성공했다. ,금빛 매치기에 성공했다. ,,
86448cdd76bd4fbc91b048150ffb1d58,"'퇴짜'이 바른 말이면 1, '툇자'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,방금 퇴짜를 놓은 물건을 다시 보았다.,,,
58f451a352474fae9c0b9cea6e24e9a5,"'예부터'이 바른 말이면 1, '옛부터'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,예부터 내려오는 풍습이야.,,,
d5979425075b480a9caa22eb59896087,"'넓다랗다'이 바른 말이면 1, '널따랗다'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,널따란 마당에서 뛰노는 강아지 ,넓다란 마당에서 뛰노는 강아지 ,,
a87a13260ecc46dbb41d164593a4c18e,"'벼르다'이 바른 말이면 1, '별르다'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,그는 단단히 벼르고 있다. ,그는 단단히 별르고 있다. ,,
e8fdcbf9917b44a7ad3b3a9978d3ec13,"'채신'이 바른 말이면 1, '체신'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,나이를 먹고도 여전히 채신이 없이 행동한다.,,,
581a0089c8414ab6b09c47b39ca30930,"'엉겁결'이 바른 말이면 1, '엉겹결'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,엉겁결에 허락해 버렸다.,,,
0ad889f8e5ee484da809b072a00348f8,"'쥐여'이 바른 말이면 1, '쥐어'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,그의 손에 돈을 쥐여 주었다. ,그의 손에 돈을 쥐어 주었다. ,,
7f02b844fb174f9b9886b995a984242a,"'남녀노소'이 바른 말이면 1, '남녀로소'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,남녀노소 즐거워하다,,,
7cacf6c2506a4aa6ba80a8826d2d561d,"'먹을려고'이 바른 말이면 1, '먹으려고'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,점심을 먹으려고 한다. ,점심을 먹을려고 한다. ,,
b3dca87e539f4890ae6315271a50ed4a,"'총각무'이 바른 말이면 1, '알타리무'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,총각무를 수확하다. ,알타리무를 수확하다. ,,
3a98495883f94b78869c42b0a23d837d,"'경신'이 바른 말이면 1, '갱신'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,면허 갱신이 필요합니다. ,면허 경신이 필요합니다. ,,
72fb0f817cf3430ab1b79c76098dad3b,"'베짱'이 바른 말이면 1, '배짱'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,그 정도 배짱은 필수다.,,,
2bfa1bba4bfb49c1a880268040eff175,"'체류'이 바른 말이면 1, '채류'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,그 나라에서 한동안 체류했다. ,그 나라에서 한동안 채류했다. ,,
d490e4650d894beeb0ac9f305af38070,"'맞히다'이 바른 말이면 1, '맞추다'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,문짝을 문틀에 맞추다. ,문짝을 문틀에 맞히다. ,,
2b4266b258f34aa4a49ffd361d486714,"'불을 켜다'이 바른 말이면 1, '불을 키다'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,불을 켜라고 했어요.,,,
517fde20261f480eafa1b3207793278d,"'자살률'이 바른 말이면 1, '자살율'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,자살률이 낮아지고 있다.,,,
0d0e65ed13f24d2390149179fd3e521a,"'줄넘기'가 바른 말이면 1, '줄럼끼'가 바른 말이면 2, '줄넘끼'가 바른 말이면 3이라고 대답해.",1,알쏭달쏭 우리말,줄럼끼 ,줄넘끼 ,,
08f36ffa0492468b8b12e3b7350a3ab4,"'개곡'이 바른 말이면 1, '계곡'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,이번 휴가는 계곡으로 간다. ,이번 휴가는 개곡으로 간다. ,,
9e0a74cb90644d24a47c82b3fb76d2ba,"'애먼'이 바른 말이면 1, '엄한'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,애먼 사람 잡지 마라.,,,
cb65c14ee8504d71aa7c7b7845a5838f,"'쩨쩨하게'이 바른 말이면 1, '째째하게'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,쩨쩨하게 그런 일로 화를 낸다. ,째째하게 그런 일로 화를 낸다. ,,
3de2a592da3e40e9b05ec69f418e6ebe,"'좀스럽다'이 바른 말이면 1, '좀상스럽다'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,하는 짓이 좀스럽다.,,,
0515d22eeca2475ba29515416e64672a,"'토박이'이 바른 말이면 1, '토배기'이 바른 말이면 2라고 대답해.",1,알쏭달쏭 우리말,그는 사실 서울 토박이다.,,,
617e657318f24a7bb4765873f4805832,"'말끔하다'이 바른 말이면 1, '말강스럽다'이 바른 말이면 2라고 대답해.",1, 알쏭달쏭 우리말,말끔한 옷차림으로 나간다.,,,
39df530b8ff64f068a7ccce9409e46f6,"'뻐꾹이'이 바른 말이면 1, '뻐꾸기'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,뻐꾸기 소리에 눈을 뜬다. ,뻐꾹이 소리에 눈을 뜬다. ,,
6eaaf996d46b471396cad590e5f7e228,"'상치'이 바른 말이면 1, '상추'이 바른 말이면 2라고 대답해.",2,알쏭달쏭 우리말,텃밭에서 상추를 키우다. ,텃밭에서 상치를 키우다. ,,
