task_name,index,prompt,answer,attribute
ko_quiz_1,25,'앉히자'와 '안치자'어떤 것이 맞는 말?,배고프니까 밥부터 안치자.,
ko_quiz_1,26,'매치기'와 '메치기'어떤 것이 맞는 말?,우리 선수가 메치기에 성공했다. ,
ko_quiz_1,27,'붙박이장'과 '붙받이장'어떤 것이 맞는 말?,기본으로 붙박이장을 제공한다.,
ko_quiz_1,28,'정나미'과 '정내미'어떤 것이 맞는 말?,갑자기 정나미가 뚝 떨어진다.,
ko_quiz_1,29,'다르다'와 '틀리다'어떤 것이 맞는 말?,내 생각은 너랑 달라. ,
ko_quiz_1,30,'체지방량'과 '체지방양'어떤 것이 맞는 말?,체지방량을 줄이세요. ,
ko_quiz_1,31,'덮인'과 '덮힌'어떤 것이 맞는 말?,눈 덮인 백두대간,
ko_quiz_1,32,'발간 년도'와 '발간 연도'어떤 것이 맞는 말?,이 책 발간 연도를 보세요. ,
ko_quiz_1,33,'달디달다'와 '다디달다'어떤 것이 맞는 말?,초콜릿이 다디달다. ,
ko_quiz_1,34,'애당초'와 '애시당초'어떤 것이 맞는 말?,애당초 잘못되었다.,
ko_quiz_1,35,'깨나'와 '꽤나'어떤 것이 맞는 말?,걔 심술깨나 부리겠더라.,
ko_quiz_1,36,'폭설이 마을을 덮였다'와 '폭설이 마을을 덮쳤다'어떤 것이 맞는 말?,폭설이 마을을 덮쳤다. ,
ko_quiz_1,37,'첫새벽'과 '신새벽'어떤 것이 맞는 말?,첫새벽부터 어디 가니?,
ko_quiz_1,38,'예삿일'과 '예사일'어떤 것이 맞는 말?,사회에서 그 정도는 예삿일이다.,
ko_quiz_1,39,'바통터치'와 '배턴터치'어떤 것이 맞는 말?,이어달리기를 할 때는 배턴터치가 중요하다.,
ko_quiz_1,40,'허구한'과 '허구헌'어떤 것이 맞는 말?,너는 허구한 날 술타령이냐! ,
ko_quiz_1,41,'스멀스멀'과 '스물스물'어떤 것이 맞는 말?,벌레가 스멀스멀 기어가는 것 같아. ,
ko_quiz_1,42,'괜시리'와 '괜스레'어떤 것이 맞는 말?,괜스레 마음에 걸리다.,
ko_quiz_1,43,'제질'과 '재질'어떤 것이 맞는 말?,그 재질은 유독 부드러워 잊혀지지 않는다.,
ko_quiz_1,44,'펀뜻'과 '언뜻'어떤 것이 맞는 말?,지나가다가 언뜻 본 기억이 있다. ,
ko_quiz_1,45, '기저귀'와 '귀저기'와 '기저기' 중 올바른 표기는?,기저귀 ,
ko_quiz_1,46,'꼬라비'와 '꼴찌'어떤 것이 맞는 말?,일등도 꼴찌도 없는 경기. ,
ko_quiz_1,47,'꽂다'와 '꼿다'어떤 것이 맞는 말?,머리에 비녀를 꽂다.,
ko_quiz_1,48,'수염소'와 '숫염소'어떤 것이 맞는 말?,숫염소들이 농장에 있다. ,
ko_quiz_1,49,'켕기다'와 '캥기다'어떤 것이 맞는 말?,속으로는 켕기는 것이 있는 모양이군. ,
ko_quiz_1,50,'담가'와 '담궈'어떤 것이 맞는 말?,겨울마다 김장 김치를 담가 먹었지. ,
ko_quiz_1,51,'우레'와 '우뢰'어떤 것이 맞는 말?,우레와 같은 함성이 터져 나왔다.,
ko_quiz_1,52,'띠며'와 '띄며'어떤 것이 맞는 말?,미소를 띠며 말하였다.,
ko_quiz_1,53,'으레'와 '의레'어떤 것이 맞는 말?,우리는 으레 물팔매로 시간을 보내곤 했다.,
ko_quiz_1,54,'화병'과 '홧병'어떤 것이 맞는 말?,그는 화병으로 몸져누웠다.,
ko_quiz_1,55,'사단'과 '사달'어떤 것이 맞는 말?,연거푸 실수하더니 결국 이 사달이 나고 말았다. ,
ko_quiz_1,56,'얹혀사는'과 '얹쳐사는'어떤 것이 맞는 말?,부모님 댁에 얹혀사는 처지였다.,
ko_quiz_1,57,'이르다'와 '일르다'어떤 것이 맞는 말?,포기하기엔 아직 이르다.,
ko_quiz_1,58,'항간'과 '행간'어떤 것이 맞는 말?,행간의 의미를 읽을 수 있다. ,
ko_quiz_1,59,'뵈다'와 '봬다'어떤 것이 맞는 말?,오후에 선생님 뵈러 간다.,
ko_quiz_1,60,'뒤태'와 '뒷태'어떤 것이 맞는 말?,뒤태가 아름다웠던 그 사람이 생각난다. ,
ko_quiz_1,61,'제재'와 '재제'어떤 것이 맞는 말?,법적인 제재를 가했다.,
ko_quiz_1,62,'지지률'과 '지지율'어떤 것이 맞는 말?,지지율이 급속히 올라갔다. ,
ko_quiz_1,63,'젖니'와 '젖이'어떤 것이 맞는 말?,아이의 젖니가 하나둘 빠졌다. ,
ko_quiz_1,64,'졸리다'와 '졸립다'어떤 것이 맞는 말?,어제 늦게 자서 지금 너무 졸리다. ,
ko_quiz_1,65,'붇지'와 '불지'어떤 것이 맞는 말?,우동이 하나도 붇지 않았어.,
ko_quiz_1,66,'헛되이'와 '헛되히'어떤 것이 맞는 말?,그의 희생을 헛되이 하지 않도록 열심히 살겠습니다.,
ko_quiz_1,67,'가냘프다'와 '갸냘프다'어떤 것이 맞는 말?,아이는 무척 가냘파 보였어.,
ko_quiz_1,68,'잠가라'와 '잠궈라'어떤 것이 맞는 말?,창고문은 꼭 잠가라.,
ko_quiz_1,69,'엘 듯'과 '에일 듯'어떤 것이 맞는 말?,살이 에일 듯한 바람이다. ,
ko_quiz_1,70,'꿈을 '좇는'과 '쫓는'어떤 것이 맞는 말?,꿈을 좇는 사람이 있다. ,
ko_quiz_1,71,'설레다'와 '설래다'어떤 것이 맞는 말?,벌써부터 마음이 설렌다. ,
ko_quiz_1,72,'흉측하다'와 '흉칙하다'어떤 것이 맞는 말?,흉측한 꿈을 꾸었어. ,
ko_quiz_1,73,'느긋이'와 '느긋히'어떤 것이 맞는 말?,마음을 느긋이 가져라,
ko_quiz_1,74, 왜 이렇게 안절부절못하니? 와 왜 이렇게 안절부절하니? 어떤 것이 맞는 말?,왜 이렇게 안절부절못하니? ,
ko_quiz_1,75,'놓여진'과 '놓인'어떤 것이 맞는 말?,책상 위에 놓인 장미 한 송이 ,
ko_quiz_1,76,'새우젓'과 '새우젖'어떤 것이 맞는 말?,새우젓,
ko_quiz_1,77,'사뭇'과 '사못'어떤 것이 맞는 말?,그의 태도가 사뭇 달라보였다. ,
ko_quiz_1,78,'심여'와 '심열'과 '심혈'어떤 것이 맞는 말?,심혈을 기울여 만든 작품 ,
ko_quiz_1,79,'스포츠란'과 '스포츠난'어떤 것이 맞는 말?,그의 소식이 스포츠난에 실렸다.,
ko_quiz_1,80,'아둥바둥'과 '아등바등'어떤 것이 맞는 말?,아등바등 살고 있다. ,
ko_quiz_1,81,'거친'과 '거칠은'어떤 것이 맞는 말?,거친 벌판으로 달려가자. ,
ko_quiz_1,82,'곤욕'과 '곤혹'어떤 것이 맞는 말?,그 질문에 곤혹을 느꼈다. ,
ko_quiz_1,83,'턱받기'와 '턱받이'어떤 것이 맞는 말?,침을 흘리는 아기에게 턱받이를 해 주었다.,
ko_quiz_1,84,'오지랍'과 '오지랖'어떤 것이 맞는 말?,오지랖이 넓은 사람 ,
ko_quiz_1,85,'배곱'과 '배꼽'어떤 것이 맞는 말?,오랜만에 배꼽 빠지게 웃었다.,
ko_quiz_1,86,'겨례'와 '겨레'어떤 것이 맞는 말?,온 겨레가 맞서 싸우다. ,
ko_quiz_1,87,'어의없어서'와 '어이없어서'어떤 것이 맞는 말?,어이없어서 헛웃음이 난다. ,
ko_quiz_1,88,'간지르다'와 '간질이다'어떤 것이 맞는 말?,동생 옆구리를 간질이다. ,
ko_quiz_1,89,'허리춤'와 '허릿춤'어떤 것이 맞는 말?,허리춤에 손을 올리고 춤을 췄다.,
ko_quiz_1,90,'도떼기시장'과 '돗데기시장'어떤 것이 맞는 말?,교실이 도떼기시장처럼 시끄럽다. ,
ko_quiz_1,91,'골았다'와 '곯았다'어떤 것이 맞는 말?,수박 속이 곯았다. ,
ko_quiz_1,92,'양치물'과 '양칫물'어떤 것이 맞는 말?,양칫물은 양치 컵에 받아서 사용하세요. ,
ko_quiz_1,93,'눈곱'과 '눈꼽'어떤 것이 맞는 말?,눈곱이 너무 많이 생긴다.,
ko_quiz_1,94,'시뿌예지다'와 '시뿌얘지다'어떤 것이 맞는 말?,안개 때문에 도시가 시뿌예졌다.,
ko_quiz_1,95,'있다가'와 '이따가'어떤 것이 맞는 말?,지금 바쁘니까 이따가 전화할게. ,
ko_quiz_1,96,'시답잖은'과 '시덥잖은'어떤 것이 맞는 말?,시답잖은 말은 하지 마세요.,
ko_quiz_1,97,'비로서'와 '비로소'어떤 것이 맞는 말?,비로소 네가 진실을 말하는구나.,
ko_quiz_1,98,'방증'과 '반증'어떤 것이 맞는 말?,사실을 뒤집을 만한 핵심 반증이다. ,
ko_quiz_1,99,'건내주다'와 '건네주다'어떤 것이 맞는 말?,그에게 서류를 건네주다.,
ko_quiz_1,100,'지그시'와 '지긋이'어떤 것이 맞는 말?,나이가 지긋이 들어 보인다. ,
ko_quiz_1,101,'매치기'와 '메치기'어떤 것이 맞는 말?,금빛 메치기에 성공했다. ,
ko_quiz_1,102,'퇴짜'와 '툇자'어떤 것이 맞는 말?,방금 퇴짜를 놓은 물건을 다시 보았다.,
ko_quiz_1,103,'예부터'와 '옛부터'어떤 것이 맞는 말?,예부터 내려오는 풍습이야.,
ko_quiz_1,104,'넓다랗다'와 '널따랗다'어떤 것이 맞는 말?,널따란 마당에서 뛰노는 강아지 ,
ko_quiz_1,105,'벼르다'와 '별르다'어떤 것이 맞는 말?,그는 단단히 벼르고 있다. ,
ko_quiz_1,106,'채신'과 '체신'어떤 것이 맞는 말?,나이를 먹고도 여전히 채신이 없이 행동한다.,
ko_quiz_1,107,'엉겁결'과 '엉겹결'어떤 것이 맞는 말?,엉겁결에 허락해 버렸다.,
ko_quiz_1,108,'쥐여'와 '쥐어'어떤 것이 맞는 말?,그의 손에 돈을 쥐여 주었다. ,
ko_quiz_1,109,'남녀노소'와 '남녀로소'어떤 것이 맞는 말?,남녀노소 즐거워하다,
ko_quiz_1,110,'먹을려고'와 '먹으려고'어떤 것이 맞는 말?,점심을 먹으려고 한다. ,
ko_quiz_1,111,'총각무'와 '알타리무'어떤 것이 맞는 말?,총각무를 수확하다. ,
ko_quiz_1,112,'경신'과 '갱신'어떤 것이 맞는 말?,면허 갱신이 필요합니다. ,
ko_quiz_1,113,'베짱'과 '배짱'어떤 것이 맞는 말?,그 정도 배짱은 필수다.,
ko_quiz_1,114,'체류'와 '채류'어떤 것이 맞는 말?,그 나라에서 한동안 체류했다. ,
ko_quiz_1,115,'맞히다'와 '맞추다'어떤 것이 맞는 말?,문짝을 문틀에 맞추다. ,
ko_quiz_1,116,'불을 켜다'와 '불을 키다'어떤 것이 맞는 말?,불을 켜라고 했어요.,
ko_quiz_1,117,'자살률'과 '자살율'어떤 것이 맞는 말?,자살률이 낮아지고 있다.,
ko_quiz_1,118,'줄넘기'의 올바른 발음은?,줄럼끼 ,
ko_quiz_1,119,'개곡'과 '계곡'어떤 것이 맞는 말?,이번 휴가는 계곡으로 간다. ,
ko_quiz_1,120,'애먼'과 '엄한'어떤 것이 맞는 말?,애먼 사람 잡지 마라.,
ko_quiz_1,121,'쩨쩨하게'와 '째째하게'어떤 것이 맞는 말?,쩨쩨하게 그런 일로 화를 낸다. ,
ko_quiz_1,122,'좀스럽다'와 '좀상스럽다'어떤 것이 맞는 말?,하는 짓이 좀스럽다.,
ko_quiz_1,123,'토박이'와 '토배기'어떤 것이 맞는 말?,그는 사실 서울 토박이다.,
ko_quiz_1,124,'말끔하다'와 '말강스럽다'어떤 것이 맞는 말?,말끔한 옷차림으로 나간다.,
ko_quiz_1,125,'뻐꾹이'와 '뻐꾸기'어떤 것이 맞는 말?,뻐꾸기 소리에 눈을 뜬다. ,
ko_quiz_1,126,'상치'와 '상추'어떤 것이 맞는 말?,텃밭에서 상추를 키우다. ,
ko_quiz_1,127,'희희낙락'과 '희희락락'어떤 것이 맞는 말?,어디선가 희희낙락거리는 소리가 들렸다. ,
ko_quiz_1,128,'문화란'과 '문화난'어떤 것이 맞는 말?,문화란의 청소년 관련 기사,
ko_quiz_1,129,'짓궂은'과 '짖궂은'어떤 것이 맞는 말?,그는 짓궂은 농담을 자주 한다. ,
ko_quiz_1,130,'안성마춤'과 '안성맞춤'어떤 것이 맞는 말?,내 입에 안성맞춤이다.,
ko_quiz_1,131,'이직율'과 '이직률'어떤 것이 맞는 말?,이직률이 낮은 회사이다. ,
ko_quiz_1,132,'우려먹다'와 '울궈먹다'어떤 것이 맞는 말?,그 무용담 좀 그만 우려먹어라.,
ko_quiz_1,133,'웬만하면'과 '왠만하면'어떤 것이 맞는 말?,그는 웬만하면 부탁을 잘 들어주는 편이다.,
ko_quiz_1,134,'치르다'와 '치루다'어떤 것이 맞는 말?,선거를 깨끗이 치르자고 약속했다.,
ko_quiz_1,135,'맴돌다'와 '멤돌다'어떤 것이 맞는 말?,그의 웃음소리가 귓가에 맴돌았다. ,
ko_quiz_1,136,'옺닭'과 '옻닭'어떤 것이 맞는 말?,옻닭은 여름철에 몸보신용으로 많이 먹는다. ,
ko_quiz_1,137,'따뜻히'와 '따뜻이'어떤 것이 맞는 말?,그녀가 그를 따뜻이 안아주었다. ,
ko_quiz_1,138,'잊힌'과 '잊혀진'어떤 것이 맞는 말?,잊힌 계절이 돌아왔다.,
ko_quiz_1,139,'괄시'와 '괄세'어떤 것이 맞는 말?,이유 없는 괄시를 받았다. ,
ko_quiz_1,140,'나부랭이'와 '나부라기'어떤 것이 맞는 말?,구겨진 종이 나부랭이. ,
ko_quiz_1,141,'후보로써'와 '후보로서'어떤 것이 맞는 말?,예비 후보로서 연설했다.,
ko_quiz_1,142,'좋은 데가'와 '좋은 대가'어떤 것이 맞는 말?,놀기 좋은 데가 있니? ,
ko_quiz_1,143,'붇지'와 '불지'어떤 것이 맞는 말?,라면이 별로 붇지 않았어. ,
ko_quiz_1,144,'널브러지다'와 '널부러지다'어떤 것이 맞는 말?,널브러진 잡동사니 좀 치워.,
ko_quiz_1,145,'김치찌개'와 '김치찌게'어떤 것이 맞는 말?,김치찌개 한 그릇 주세요.,
ko_quiz_1,146,'시청율'과 '시청률'어떤 것이 맞는 말?,주말 드라마 시청률이 낮다. ,
ko_quiz_1,147,'휘둥그레지다'와 '휘둥그래지다'어떤 것이 맞는 말?,네 결혼 소식에 다들 눈이 휘둥그레졌다. ,
ko_quiz_1,148,'왠만해선'과 '웬만해선'어떤 것이 맞는 말?,웬만해선 그를 막을 수 없다. ,
ko_quiz_1,149,'처박다'와 '쳐박다'어떤 것이 맞는 말?,접시에 코를 처박고 게걸스럽게 먹었다. ,
ko_quiz_1,150,'80년도'와 '80연도'어떤 것이 맞는 말?,년도를 배경으로 한다.,
ko_quiz_1,151,'괘짝'과 '궤짝'어떤 것이 맞는 말?,저 궤짝 안에는 엄청난 돈이 숨겨져 있다. ,
ko_quiz_1,152,'혓바늘'과 '혀바늘'어떤 것이 맞는 말?,혓바늘이 돋았을 때 민간 요법을 써 봐.,
ko_quiz_1,153,'묻치다'와 '묻히다'어떤 것이 맞는 말?,어묵에 간장을 묻히다. ,
ko_quiz_1,154,'교채'와 '교체'어떤 것이 맞는 말?,드디어 선수 교체가 이루어졌다.,
ko_quiz_1,155,'커플이예요'와 '커플이에요'어떤 것이 맞는 말?,우리는 커플이에요.,
ko_quiz_1,156,'변변찮다'와 '변변챦다'어떤 것이 맞는 말?,그저 변변찮은 제 성의입니다.,
ko_quiz_1,157,'허드래'와 '허드레'어떤 것이 맞는 말?,그거 허드레로 입는 옷이야. ,
ko_quiz_1,158,'살쾡이'와 '삵괭이'어떤 것이 맞는 말?,살쾡이가 나타났다. ,
ko_quiz_1,159,'옴짝달싹'과 '옴싹달싹'어떤 것이 맞는 말?,폭설에 발이 묶여서 옴짝달싹 못했다.,
ko_quiz_1,160,'성대묘사'와 '성대모사'어떤 것이 맞는 말?,그는 성대모사의 달인이다. ,
ko_quiz_1,161,'길죽길죽'과 '길쭉길쭉'어떤 것이 맞는 말?,아내는 떡을 길쭉길쭉 썰었다.,
ko_quiz_1,162,'귀때기'와 '귓대기'어떤 것이 맞는 말?,귀때기가 떨어져 나갈 것 같아.,
ko_quiz_1,163,'그가 집으로 잘 돌아갔을는지 알 수가 없다.' 와 '그가 집으로 잘 돌아갔을런지 알 수가 없다.' 중에서 어떤 것이 맞는 말?,그가 집으로 잘 돌아갔을는지 알 수가 없다.,
ko_quiz_1,164,'안 되'와 '안 돼'어떤 것이 맞는 말?,그것은 말도 안 돼. ,
ko_quiz_1,165,'짭짤하다'와 '짭잘하다'어떤 것이 맞는 말?,수익이 꽤 짭짤하다. ,
ko_quiz_1,166,'오랜만이다'와 '오랫만이다'어떤 것이 맞는 말?,우리 정말 오랜만이다.,
ko_quiz_1,167,'천장부지'와 '천정부지'어떤 것이 맞는 말?,천정부지로 치솟는 물가,
ko_quiz_1,168,'되뇌다'와 '되뇌이다'어떤 것이 맞는 말?,말할 내용을 조용히 되뇌어 보았다.,
ko_quiz_1,169,'날짐승'과 '새짐승'어떤 것이 맞는 말?,독수리는 날짐승의 우두머리다. ,
ko_quiz_1,170,'누누이'와 '누누히'어떤 것이 맞는 말?,조심하라고 누누이 말했다.,
ko_quiz_1,171,'야트막한'과 '얕트막한'어떤 것이 맞는 말?,야트막한 언덕에 나무를 심었다. ,
ko_quiz_1,172,'천만에요'와 '천만해요'어떤 것이 맞는 말?,천만에요. 별말씀을 다 하시네요.,
ko_quiz_1,173,'웃옷'과 '윗옷'어떤 것이 맞는 말?,바지랑 윗옷의 짝이 맞다.,
ko_quiz_1,174,'고장률'과 '고장율'어떤 것이 맞는 말?,고장률이 매우 높다. ,
ko_quiz_1,175,'깎다'와 '깍다'어떤 것이 맞는 말?,가만히 있지 말고 사과라도 깎아라. ,
ko_quiz_1,176,'경이'와 '경의'어떤 것이 맞는 말?,경기에서 경이로운 기록을 세웠다.,
ko_quiz_1,177,'짤막하다'와 '짧막하다'어떤 것이 맞는 말?,짤막한 연필,
ko_quiz_1,178,'눈곱'과 '눈꼽'어떤 것이 맞는 말?,눈곱,
ko_quiz_1,179,'사겨'와 '사귀어'어떤 것이 맞는 말?,너희 둘이 사귀어? ,
ko_quiz_1,180,'냄새가 배다'와 '냄새가 베다'어떤 것이 맞는 말?,생선 냄새가 몸에 배었다.,
ko_quiz_1,181,'장본인'과 '주인공'어떤 것이 맞는 말?,그가 바로 비운의 주인공이다.,
ko_quiz_1,182,'호졸근하다'와 '호줄근하다'어떤 것이 맞는 말?,옷이 땀에 젖어 호졸근하다. ,
ko_quiz_1,183,'무난하다'와 '문안하다'어떤 것이 맞는 말?,할머니께 하는 아침문안은 중요한 일이다.,
ko_quiz_1,184,'도저히'와 '도저희'어떤 것이 맞는 말?,그의 말은 도저히 못 믿겠어.,
ko_quiz_1,185,'웬만큼'과 '왠만큼'어떤 것이 맞는 말?,그는 운동을 웬만큼 하는 편이다.,
ko_quiz_1,186,'뭉게다'와 '뭉개다'어떤 것이 맞는 말?,그는 벅찬 일을 맡아서 느릿느릿 뭉개고 있다. ,
ko_quiz_1,187,'웃옷'과 '윗옷'어떤 것이 맞는 말?,추워서 웃옷을 걸쳐 입었다. ,
ko_quiz_1,188,'입맛이 땅기다'와 '입맛이 당기다'어떤 것이 맞는 말?,입맛이 당기는 계절 ,
ko_quiz_1,189,'무릇'과 '므릇'어떤 것이 맞는 말?,무릇 국가는 국민이 있어야 존재하는 것이다. ,
ko_quiz_1,190,'발목을 젖혔다'와 '발목을 제쳤다'어떤 것이 맞는 말?,넘어지면서 발목을 크게 젖혔다.,
ko_quiz_1,191,'지새우다'와 '지새다'어떤 것이 맞는 말?,새카맣고 긴 밤을 지새우다.,
ko_quiz_1,192,'으슬으슬'과 '으실으실'어떤 것이 맞는 말?,몸이 으슬으슬,
ko_quiz_1,193,'나무라다'와 '나무래다'어떤 것이 맞는 말?,아이의 잘못을 나무라다. ,
ko_quiz_1,194,'칼로리양'과 '칼로리량'어떤 것이 맞는 말?,하루 칼로리양을 정한다. ,
ko_quiz_1,195,'늘'과 '늘상'어떤 것이 맞는 말?,그 시간에 늘 마중나오던 사람.,
ko_quiz_1,196,'대가'와 '댓가'어떤 것이 맞는 말?,그만한 대가는 치러야 한다.,
ko_quiz_1,197,'뻐꾹이'와 '뻐꾸기'어떤 것이 맞는 말?,뻐꾸기 소리가 들린다. ,
ko_quiz_1,198,'모꼬지'와 '목거지'어떤 것이 맞는 말?,우리는 다함께 모꼬지 자리로 들어섰다. ,
ko_quiz_1,199,'실업률'과 '실업율'어떤 것이 맞는 말?,실업률을 낮추려는 정책이다.,
ko_quiz_1,200,'웃입술'과 '윗입술'어떤 것이 맞는 말?,윗입술을 움직여 발음한다.,
ko_quiz_1,201,'퀴퀴하다'와 '퀘퀘하다'어떤 것이 맞는 말?,그 집에서는 퀴퀴한 냄새가 났다. ,
ko_quiz_1,202,'약빠르다'와 '약빨르다'어떤 것이 맞는 말?,그는 사실 약빠른 사람이다.,
ko_quiz_1,203,'맏기다'와 '맡기다'어떤 것이 맞는 말?,사건을 신임 검사에게 맡기다.,
ko_quiz_1,204,'사족'과 '사죽'어떤 것이 맞는 말?,사족을 못 쓰다.,
ko_quiz_1,205,'모둠'과 '모듬'어떤 것이 맞는 말?,모둠 안주,
ko_quiz_1,206,'쌍꺼풀'과 '쌍커풀'어떤 것이 맞는 말?,그 아이의 눈은 쌍꺼풀이 져 있었다. ,
ko_quiz_1,207,'한꺼번에'와 '한참에'어떤 것이 맞는 말?,이왕이면 한꺼번에 옮기는 게 좋겠어. ,
ko_quiz_1,208,'만듬'과 '만듦'어떤 것이 맞는 말?,설명서대로 만듦. ,
ko_quiz_1,209,'개량 한복'과 '계량 한복'어떤 것이 맞는 말?,개량 한복이 잘 어울린다.,
ko_quiz_1,210,'사사하다'와 '사사받다'어떤 것이 맞는 말?,그는 내가 사사한 교수님이다. ,
ko_quiz_1,211,'밭뙈기'와 '밭때기'어떤 것이 맞는 말?,그 밭뙈기도 팔았다.,
ko_quiz_1,212,'불연듯'과 '불현듯'어떤 것이 맞는 말?,불현듯 그녀가 떠올랐다. ,
ko_quiz_1,213,'개다리소반'과 '개다리밥상' 중 어떤 것이 맞는 말?,개다리소반에 컵이 놓여 있었다. ,
ko_quiz_1,214,'빨강색'과 '빨강'어떤 것이 맞는 말?, 빨강이 제일 좋아요.,
ko_quiz_1,215,'해코지'와 '해꼬지'어떤 것이 맞는 말?,해코지라도 하려는 거야?,
ko_quiz_1,216,'경신했다'와 '갱신했다'어떤 것이 맞는 말?,그는 달리기에서 신기록을 경신했다. ,
ko_quiz_1,217,'구름량'과 '구름양'어떤 것이 맞는 말?,오늘은 구름양이 많습니다.,
ko_quiz_1,218,'딸래미'와 '딸내미'어떤 것이 맞는 말?,우리집 딸내미는 애교가 많다.,
ko_quiz_1,219,'원상복구'와 '원상복귀'어떤 것이 맞는 말?,컴퓨터 원상 복구 작업을 하다. ,
ko_quiz_1,220,'부모로서'와 '부모로써'어떤 것이 맞는 말?,부모로서의 책임,
ko_quiz_1,221,'결제'와 '결재'어떤 것이 맞는 말?,"부장님, 결재 부탁드려요. ",
ko_quiz_1,222,'맥적다'와 '맥쩍다'어떤 것이 맞는 말?,나는 그 얘기가 맥쩍어서 듣고만 있었다.,
ko_quiz_1,223,'덩굴'과 '덩쿨'어떤 것이 맞는 말?,엄마와 덩굴 식물을 심었어.,
ko_quiz_1,224,'섣달그믐'과 '섣달그뭄'어떤 것이 맞는 말?,섣달그믐 밤이 깊어 간다.,
ko_quiz_1,225,어떤 것이 맞는 말?,저 멀리 불빛이 아슴푸레하게 보였다. ,
ko_quiz_1,226,'산뜻이'와 '산뜻히'어떤 것이 맞는 말?,비행기가 산뜻이 내려앉는다.,
ko_quiz_1,227,'빌려'와 '빌어'어떤 것이 맞는 말?,이 자리를 빌려 감사의 인사를 드립니다. ,
ko_quiz_1,228,'장본인'과 '주인공'어떤 것이 맞는 말?,그가 바로 비운의 주인공이다. ,
ko_quiz_1,229,'당최'와 '당췌'어떤 것이 맞는 말?,무슨 말인지 당최 모르겠다.,
ko_quiz_1,230,'알아맞히다'와 '알아맞추다'어떤 것이 맞는 말?,정답을 알아맞히다.,
ko_quiz_1,231,'젓갈'과 '젖갈'어떤 것이 맞는 말?,젓갈,
ko_quiz_1,232,'약을 먹이다'와 '약을 먹히다'어떤 것이 맞는 말?,아픈 동생에게 약을 먹였다.,
ko_quiz_1,233,'의심의 눈꼬리'와 '의심의 눈초리'어떤 것이 맞는 말?,의심의 눈초리를 거두지 않았다. ,
ko_quiz_1,234,'달디달다'와 '다디달다'어떤 것이 맞는 말?,솜사탕이 다디달다. ,
ko_quiz_1,235,'있다가'와 '이따가'어는 것이 맞는 말?,학원에 있다가 갔어요.,
